"collect_date","comments","created_date","news_created_date","title","type","url","views"
"2015-12-06 16:24",30.0,"","2015-12-06 12:59","Гаджеты эпохи импортозамещения","TJ_P","https://tjournal.ru/p/rus-devices",3034.0
"2015-12-06 16:24",9.0,"","2015-12-06 00:21","Драматичные новости недели от Breaking Mad: штраф за день рождения Ленина и опасный рахат-лукум","TJ_P","https://tjournal.ru/p/breaking-mad-cientotres",3109.0
"2015-12-06 16:24",21.0,"","2015-12-05 19:05","Австралиец попал за кулисы к любимой группе, исправив статью в «Википедии»","TJ_P","https://tjournal.ru/p/peking-duk-fan",18608.0
"2015-12-06 16:24",24.0,"","2015-12-05 14:01","Праздник к нам приходит: ёлки в разных странах мира на снимках из соцсетей","TJ_P","https://tjournal.ru/p/christmas-trees-around-the-world",5532.0
"2015-12-06 16:24",90.0,"","2015-12-05 12:40","Леся Рябцева объявила об уходе с «Эха Москвы» ради создания своего СМИ","TJ_P","https://tjournal.ru/p/lesya-echo-off",46815.0
"2015-12-06 16:24",172.0,"","2015-12-04 22:20","Глупость любителей «глубокомысленных» цитат подтвердили научным исследованием","TJ_P","https://tjournal.ru/p/stupid-quotes",28488.0
"2015-12-06 16:24",99.0,"","2015-12-04 18:34","Интернет-реклама вышла из-под контроля","TJ_P","https://tjournal.ru/p/ads-evolution",12250.0
"2015-12-06 16:24",169.0,"","2015-12-04 17:42","Чемезов показал Путину планшет без интернета и компьютер без экрана","TJ_P","https://tjournal.ru/p/chemezov-putin-uchebnik-computer",24517.0
"2015-12-06 16:24",33.0,"","2015-12-04 16:10","Гид по связи: чему дальнобойщики могут поучиться у геймеров","TJ_P","https://tjournal.ru/p/ingress-trucker",9913.0
"2015-12-06 16:24",218.0,"","2015-12-04 15:45","Репортаж из соцсетей: Протестующие дальнобойщики на МКАД","TJ_P","https://tjournal.ru/p/truckers-riot-moscow-4-december",19082.0
"2015-12-06 16:24",18.0,"","2015-12-04 12:11","«Уралвагонозавод» опубликовал самый большой каталог военных роботов","TJ_P","https://tjournal.ru/p/technowars-robots-catalogue",9093.0
"2015-12-06 16:24",35.0,"","2015-12-04 11:31","Тигр, козёл и народная любовь","TJ_P","https://tjournal.ru/p/timur-amur",10219.0
"2015-12-06 16:24",10.0,"","2015-12-04 11:25","BBC начал тестировать сериалы, которые автоматически подстраиваются под вкусы и настроение зрителей","TJ_P","https://tjournal.ru/p/bbc-adaptive-series",6789.0
"2015-12-06 16:24",51.0,"","2015-12-03 21:15","48-летняя Памела Андерсон снялась для последней эротической обложки в истории журнала Playboy","TJ_P","https://tjournal.ru/p/last-one",33722.0
"2015-12-06 16:24",36.0,"","2015-12-03 19:19","Репортаж из соцсетей: Российские дальнобойщики готовятся к протестной акции в Москве","TJ_P","https://tjournal.ru/p/truckers-riot-moscow-3-december",7919.0
"2015-12-06 16:24",33.0,"","2015-12-03 18:01","В журнале «Афиша» остался только главный редактор","TJ_P","https://tjournal.ru/p/afisha-fired",11672.0
"2015-12-06 16:24",93.0,"","2015-12-03 17:50","СМИ: Apple выпустит новый 4-дюймовый iPhone в начале 2016 года","TJ_P","https://tjournal.ru/p/iphone-4-inches-early-2016",15965.0
"2015-12-06 16:24",21.0,"","2015-12-03 17:08","Разработчик из Сан-Франциско создал эмулятор веб-сёрфинга последних двадцати лет","TJ_P","https://tjournal.ru/p/oldweb",12057.0
"2015-12-06 16:24",192.0,"","2015-12-03 12:42","Новозеландских ювелиров раскритиковали за рекламу мужских колец с голой девушкой в роли реквизита","TJ_P","https://tjournal.ru/p/i-love-ugly-rings",14532.0
"2015-12-06 16:24",48.0,"","2015-12-03 12:15","«Яндекс» выпустил клавиатуру для iOS со встроенным переводчиком и поиском по гифкам","TJ_P","https://tjournal.ru/p/yandex-keyboard-ios",6606.0
"2015-12-06 16:24",124.0,"","2015-12-03 11:52","Прямая трансляция: Послание Путина Федеральному собранию","TJ_P","https://tjournal.ru/p/putin-federal-message-2015",19680.0
"2015-12-06 16:24",50.0,"","2015-12-02 23:44","Российские мошенники используют фишинговый сайт iCloud для разблокировки краденых айфонов","TJ_P","https://tjournal.ru/p/icloud-thief-2",13516.0
"2015-12-06 16:24",184.0,"","2015-12-02 21:17","Программистка из Петербурга рассказала о карьере начинающей порноактрисы","TJ_P","https://tjournal.ru/p/deep-bunny-hole",140496.0
"2015-12-06 16:24",18.0,"","2015-12-02 20:16","«Если хочешь сделать мир лучше, отключи Фейсбук»: блогеры бурно встретили новость о благотворительной инициативе Марка Цукерберга","TJ_P","https://tjournal.ru/p/zuckerberg-99",14745.0
"2015-12-06 16:24",28.0,"","2015-12-02 19:03","Хакер получил доступ к сайтам «АвтоВАЗа» через уязвимость в чужой системе совместной работы","TJ_P","https://tjournal.ru/p/lada-sites-hack",7498.0
"2015-12-06 16:24",33.0,"","2015-12-02 17:03","Том Йорк сравнил YouTube и Google с нацистами, присваивающими чужое искусство","TJ_P","https://tjournal.ru/p/thom-yorke-google-nazi",9972.0
"2015-12-06 16:24",23.0,"","2015-12-02 16:46","Итоги 2015: Главные фотографии, хэштеги и геотеги Инстаграма","TJ_P","https://tjournal.ru/p/instagram-2015",17949.0
"2015-12-06 16:24",27.0,"","2015-12-02 16:29","Новый фирменный онлайн-магазин Microsoft: девайсы, софт и бонусы читателям TJ","TJ_P","https://tjournal.ru/p/microsoft-online-store",5565.0
"2015-12-06 16:24",142.0,"","2015-12-02 15:45","Синий, красный или серый: пользователи соцсетей поспорили о цветах двух пилюль","TJ_P","https://tjournal.ru/p/pills-grey-or-red-and-blue",34351.0
"2015-12-06 16:24",13.0,"","2015-12-02 14:12","Рекордный смог в Китае","TJ_P","https://tjournal.ru/p/smog-beijing",6151.0
"2015-12-06 16:24",0.0,"","2015-12-06 16:23","15 способов сконцентрироваться на работе, эффективность которых доказана научными исследованиями","VC","https://vc.ru/p/how-to-focus",78.0
"2015-12-06 16:24",23.0,"","2015-12-06 12:11","Представители «Матч ТВ» опубликовали в Facebook список паролей от аккаунтов канала в социальных сетях","VC","https://vc.ru/n/match-pass",18795.0
"2015-12-06 16:24",52.0,"","2015-12-05 18:45","Мнение: Приложения и интернет-сервисы убивают малый бизнес и приводят к удорожанию жизни","VC","https://vc.ru/p/app-around-corner",6798.0
"2015-12-06 16:24",2.0,"","2015-12-05 16:10","iBeacon-маяки для бизнеса: кейсы от EasyJet, Barclays, The Royal и ООН","VC","https://vc.ru/p/ibeacon-marketing",1748.0
"2015-12-06 16:24",27.0,"","2015-12-05 14:17","Россия, Польша, Тунис и другие — топ-10 стран для запуска стартапа по версии Брайтонской школы бизнеса","VC","https://vc.ru/p/best-cities-for-startups",4093.0
"2015-12-06 16:24",0.0,"","2015-12-05 13:07","«Консольные войны»: Sega против Nintendo","VC","https://vc.ru/p/sega-nintendo",1917.0
"2015-12-06 16:24",7.0,"","2015-12-04 21:23","Украинское министерство инфраструктуры анонсировало запуск Uber в стране","VC","https://vc.ru/n/uber-ukraine",3429.0
"2015-12-06 16:24",6.0,"","2015-12-04 18:18","Samsung выплатит Apple $548 млн за нарушение патентов после четырёх лет споров","VC","https://vc.ru/n/no-one-simply-court",2278.0
"2015-12-06 16:24",26.0,"","2015-12-04 17:52","Венчурный процесс глазами юриста: проверка стартапа перед сделкой и типы финансирования","VC","https://vc.ru/p/investment-law",2899.0
"2015-12-06 16:24",29.0,"","2015-12-04 17:40","Штаб-квартира: Петербургский и рижский офисы социальной сети «Одноклассники»","VC","https://vc.ru/p/ok-offices",4050.0
"2015-12-06 16:24",2.0,"","2015-12-04 17:17","Как обезопасить себя при прослушивании телефонных разговоров между сотрудниками и клиентами","VC","https://vc.ru/p/problem-14485",1700.0
"2015-12-06 16:24",21.0,"","2015-12-04 17:16","Коллекция GIF: почему никто не собирается копировать идею вашего стартапа","VC","https://vc.ru/p/gif-steal-ideas",10436.0
"2015-12-06 16:24",12.0,"","2015-12-04 16:45","По российскому сегменту Facebook распространяется «вирус», действующий через упоминание в комментариях","VC","https://vc.ru/n/fb-virus-2015",52469.0
"2015-12-06 16:24",21.0,"","2015-12-04 16:42","Мосгорсуд вынес второе решение о пожизненной блокировке Rutracker.org","VC","https://vc.ru/n/rutracker-mosgorsud",2142.0
"2015-12-06 16:24",33.0,"","2015-12-04 15:21","«Ларчик» — сервис по доставке материалов для рисования","VC","https://vc.ru/p/larchik",1968.0
"2015-12-06 16:24",24.0,"","2015-12-04 15:20","Основатель «Аудиомании» о ведении бизнеса в 90-е, производстве колонок в Риге и продаже high-end-электроники","VC","https://vc.ru/p/audiomania",2503.0
"2015-12-06 16:24",26.0,"","2015-12-04 15:02","Исследование: зарплаты специалистов digital-рынка в России","VC","https://vc.ru/n/digital-money",3372.0
"2015-12-06 16:25",15.0,"","2015-12-04 14:31","Игорь Рябенький, AltaIR Capital: Развитию стартап-индустрии в России мешает отсутствие этики инвестирования","VC","https://vc.ru/p/altair-capital",2411.0
"2015-12-06 16:25",7.0,"","2015-12-04 13:23","Четыре крупнейших конкурента Uber сформировали международный альянс","VC","https://vc.ru/n/uber-vs-the-world",3684.0
"2015-12-06 16:25",32.0,"","2015-12-04 13:04","Власти Украины запустили программу для инвестиций в стартапы до 2 млн гривен","VC","https://vc.ru/n/tpp-startups-money",1738.0
"2015-12-06 16:25",22.0,"","2015-12-04 12:12","7 методов управления собственным временем для руководителя компании","VC","https://vc.ru/p/time-management-hacks",3840.0
"2015-12-06 16:25",3.0,"","2015-12-04 11:43","Digital за неделю: Новости в сфере рекламы и маркетинга​​","VC","https://vc.ru/n/digital-digest-17",1906.0
"2015-12-06 16:25",42.0,"","2015-12-04 11:05","ФСБ задержала в «Пулково» 20 тонн устройств Apple и Lenovo","VC","https://vc.ru/n/pulkovo-apple-lenovo",9516.0
"2015-12-06 16:25",8.0,"","2015-12-04 10:43","Марк Цукерберг объяснил, куда будут направлены 99% его акций Facebook","VC","https://vc.ru/n/zuckerberg-charity",4347.0
"2015-12-06 16:25",8.0,"","2015-12-04 09:42","Shift — дебетовая карта для биткоинов","VC","https://vc.ru/p/shift",2072.0
"2015-12-06 16:25",46.0,"","2015-12-04 09:38","Письмо в редакцию: Почему AliExpress.com и JD.com не вытеснят с рынка российские интернет-магазины","VC","https://vc.ru/p/russian-shops-vs-china",3419.0
"2015-12-06 16:25",14.0,"","2015-12-04 09:36","Apple подключила оплату в App Store со счетов мобильных телефонов абонентов «Билайна»","VC","https://vc.ru/n/store-bee",942.0
"2015-12-06 16:25",20.0,"","2015-12-04 09:00","Рабочая среда: Какими гаджетами пользуется руководитель портальной дизайн-команды Mail.Ru Юрий Ветров","VC","https://vc.ru/p/vetrov-backpack",5779.0
"2015-12-06 16:25",17.0,"","2015-12-03 23:23","Bloomberg: Uber привлечёт $2,1 млрд инвестиций при оценке в $62,5 млрд","VC","https://vc.ru/n/uber-funding-round",4493.0
"2015-12-06 16:25",1.0,"","2015-12-03 21:03","Еврокомиссия заподозрила McDonald’s в уходе от налогов на сумму в 1 млрд евро","VC","https://vc.ru/n/mcdonalds-money-tax",1425.0
"2015-12-06 16:25",3.0,"","2015-12-03 20:44","Google позволит протестировать приложение перед его установкой","VC","https://vc.ru/n/google-test",1619.0
"2015-12-06 16:25",55.0,"","2015-12-03 20:27","Проба пера","VC","https://vc.ru/p/apple-pencil-pro",9838.0
"2015-12-06 16:25",17.0,"","2015-12-03 20:18","Агентство Dr.Jung представило стихотворения поэтов Серебряного века в стиле откровений рекламистов","VC","https://vc.ru/p/poets-advertisers",8191.0
"2015-12-06 16:25",22.0,"","2015-12-03 20:06","Авиакомпания «Победа» запустила распродажу билетов от 99 рублей с учётом всех сборов","VC","https://vc.ru/n/pobeda-tickets",13943.0
"2015-12-06 16:25",11.0,"","2015-12-03 19:57","«Одноклассники», «Сбербанк» и Telegram вошли в список лучших приложений года по версии Google Play","VC","https://vc.ru/n/good-google-play-2015",4829.0
"2015-12-06 16:25",30.0,"","2015-12-03 19:23","Владимир Путин поручил правительству создать структуру для развития онлайн-торговли с зарубежьем","VC","https://vc.ru/n/ecommerce-rf",2212.0
"2015-12-06 16:25",50.0,"","2015-12-03 18:33","BlueSales — CRM-система, интегрированная с «ВКонтакте»","VC","https://vc.ru/p/blue-sales",3622.0
"2015-12-06 16:25",7.0,"","2015-12-03 17:56","Главный редактор «Дождя» Михаил Зыгарь покинет свой пост с 2016 года","VC","https://vc.ru/n/zygar-leave",4577.0
"2015-12-06 16:25",5.0,"","2015-12-03 17:47","«Афиша» сократила редакцию бумажного журнала","VC","https://vc.ru/p/afisha-fired",3334.0
"2015-12-06 16:25",4.0,"","2015-12-03 17:42","Какие сервисы использовать для управления email-рассылками","VC","https://vc.ru/p/problem-14449",1629.0
"2015-12-06 16:25",38.0,"","2015-12-03 17:17","«Яндекс» должен покупать идеи","VC","https://vc.ru/p/yandex-keyboard-or-not",7501.0
"2015-12-06 16:25",10.0,"","2015-12-03 17:17","Разработчики эмулятора Android-приложений BlueStacks перезапустили его в полноценную игровую платформу","VC","https://vc.ru/n/bluestacks-update",1456.0
"2015-12-06 16:25",24.0,"","2015-12-03 17:12","ИТ-индустрия в Черногории: самые заметные события и стартапы","VC","https://vc.ru/p/montenegro-startups",2797.0
"2015-12-06 16:25",1.0,"","2015-12-03 17:00","Ford анонсировала поддержку голосового помощника Siri в 5 млн своих автомобилей","VC","https://vc.ru/n/ford-siri",654.0
"2015-12-06 16:25",17.0,"","2015-12-03 16:08","«ИКЕА Индастри Вятка»: Как шведское руководство в 3 раза повысило эффективность работников российского завода","VC","https://vc.ru/p/ikea-vyatka",8217.0
"2015-12-06 16:25",0.0,"","2015-12-03 15:39","WSJ: YouTube будет транслировать популярные фильмы и сериалы","VC","https://vc.ru/n/youtube-films",1209.0
"2015-12-06 16:25",101.0,"","2015-12-03 14:47","​Банк для предпринимателей «Точка» провёл редизайн своего сайта","VC","https://vc.ru/p/tochka-redesign",5226.0
